Problem_Family,Optimizer,Avg_Success_Rate,Avg_Final_Value,Avg_Func_Evals,Avg_Grad_Evals,Avg_Time
NoisySphere,Trust Region-Conservative,0.0,5.78e0,5.7,4.4,0.001
NoisySphere,QQN-Bisection-1,41.7,5.24e0,57.3,74.9,0.010
NoisySphere,L-BFGS-Aggressive,0.0,5.76e0,5.1,2.1,0.000
NoisySphere,Adam-Robust,1.7,5.64e0,17.4,16.6,0.002
NoisySphere,Adam,0.0,5.92e0,21.9,21.1,0.003
NoisySphere,QQN-Bisection-2,0.0,1.97e0,0.8,0.3,0.000
NoisySphere,Adam-Fast,20.0,6.01e0,11.2,10.7,0.001
NoisySphere,L-BFGS-Conservative,83.3,5.23e0,103.7,25.0,0.004
NoisySphere,QQN-GoldenSection,6.7,5.77e0,23.4,5.4,0.001
NoisySphere,Trust Region-Precise,0.0,5.81e0,5.5,4.3,0.000
NoisySphere,Trust Region-Adaptive,0.0,5.33e0,3.5,2.8,0.000
NoisySphere,L-BFGS,26.7,1.51e1,34.4,11.4,0.002
NoisySphere,GD-WeightDecay,18.3,5.67e0,6.4,10.2,0.001
NoisySphere,L-BFGS-Limited,48.3,4.53e0,33.0,7.2,0.001
NoisySphere,GD-Nesterov,23.3,6.39e0,7.1,11.5,0.001
NoisySphere,L-BFGS-MoreThuente,16.7,4.85e0,14.5,12.8,0.001
NoisySphere,QQN-StrongWolfe,43.3,4.05e0,23.1,9.3,0.001
NoisySphere,GD-AdaptiveMomentum,26.7,6.03e0,7.2,11.6,0.001
NoisySphere,Adam-WeightDecay,0.0,5.92e0,24.4,23.7,0.003
NoisySphere,Trust Region-Standard,0.0,5.65e0,3.8,3.1,0.000
NoisySphere,Trust Region-Aggressive,0.0,5.65e0,3.8,3.0,0.000
NoisySphere,QQN-CubicQuadraticInterpolation,0.0,4.33e0,6.1,5.1,0.001
NoisySphere,GD,21.7,6.24e0,9.5,16.1,0.002
PenaltyI,GD-WeightDecay,0.0,3.34e1,14.5,24.9,0.000
PenaltyI,QQN-GoldenSection,0.0,3.19e0,3325.8,434.6,0.063
PenaltyI,QQN-CubicQuadraticInterpolation,0.0,3.19e0,38.0,38.0,0.001
PenaltyI,GD-AdaptiveMomentum,0.0,5.07e2,15.5,27.0,0.001
PenaltyI,L-BFGS-Aggressive,0.0,3.53e5,1262.0,757.9,0.024
PenaltyI,Adam-Robust,0.0,1.52e1,118.9,117.9,0.003
PenaltyI,QQN-Bisection-2,0.0,1.05e1,613.1,339.8,0.015
PenaltyI,GD,0.0,3.34e1,17.1,30.2,0.000
PenaltyI,Trust Region-Standard,0.0,4.19e5,3002.0,2002.0,0.020
PenaltyI,Trust Region-Aggressive,0.0,4.07e5,3002.0,2002.0,0.020
PenaltyI,L-BFGS-MoreThuente,0.0,1.55e1,2866.3,2139.2,0.038
PenaltyI,QQN-Bisection-1,0.0,3.19e0,1790.7,2370.6,0.060
PenaltyI,L-BFGS,0.0,1.04e5,102.0,39.6,0.002
PenaltyI,GD-Momentum,0.0,1.39e2,14.3,24.5,0.000
PenaltyI,Adam-Fast,0.0,5.79e2,31.1,30.1,0.001
PenaltyI,QQN-StrongWolfe,0.0,5.46e0,3113.6,1825.2,0.088
PenaltyI,L-BFGS-Limited,0.0,3.34e0,4271.4,740.3,0.036
PenaltyI,GD-Nesterov,0.0,3.39e2,14.3,24.6,0.000
PenaltyI,Adam-AMSGrad,0.0,3.22e0,718.7,717.7,0.017
PenaltyI,Trust Region-Adaptive,0.0,4.08e5,3002.0,2002.0,0.020
PenaltyI,Trust Region-Conservative,0.0,4.34e5,3002.0,2002.0,0.020
PenaltyI,Adam-WeightDecay,0.0,6.41e0,253.5,252.5,0.006
PenaltyI,Adam,0.0,3.25e0,708.0,707.0,0.015
PenaltyI,L-BFGS-Conservative,0.0,3.24e0,2294.3,753.1,0.028
PenaltyI,Trust Region-Precise,0.0,4.54e5,3002.0,2002.0,0.020
Rastrigin,GD-WeightDecay,33.3,2.55e1,41.1,78.6,0.001
Rastrigin,Adam,38.3,2.70e1,752.4,751.8,0.016
Rastrigin,QQN-CubicQuadraticInterpolation,63.3,2.53e1,91.0,104.0,0.003
Rastrigin,L-BFGS-Aggressive,0.0,9.03e1,3851.9,1157.0,0.028
Rastrigin,Trust Region-Precise,15.0,4.35e1,2158.9,1440.0,0.015
Rastrigin,GD-Nesterov,25.0,2.62e1,103.4,203.1,0.003
Rastrigin,Trust Region-Conservative,0.0,8.16e1,3002.0,2002.0,0.020
Rastrigin,L-BFGS-Conservative,45.0,2.66e1,1125.0,317.0,0.012
Rastrigin,QQN-Bisection-2,20.0,3.02e1,37.0,43.8,0.001
Rastrigin,L-BFGS-Limited,51.7,2.71e1,114.5,35.3,0.002
Rastrigin,GD-AdaptiveMomentum,35.0,2.63e1,32.4,61.1,0.001
Rastrigin,L-BFGS-MoreThuente,56.7,2.58e1,209.2,153.1,0.004
Rastrigin,Trust Region-Aggressive,31.7,2.66e1,53.1,36.2,0.000
Rastrigin,L-BFGS,1.7,1.15e2,96.2,35.0,0.001
Rastrigin,GD,23.3,2.65e1,16.1,28.5,0.000
Rastrigin,Adam-AMSGrad,50.0,2.63e1,735.8,735.3,0.017
Rastrigin,Adam-Fast,23.3,2.60e1,52.4,51.6,0.001
Rastrigin,Adam-WeightDecay,46.7,2.59e1,251.8,251.3,0.006
Rastrigin,Trust Region-Adaptive,38.3,2.57e1,761.7,508.6,0.005
Rastrigin,GD-Momentum,5.0,3.41e1,27.4,50.9,0.001
Rastrigin,Adam-Robust,33.3,2.53e1,114.3,113.6,0.003
Rastrigin,QQN-Bisection-1,45.0,2.78e1,176.1,206.1,0.004
Rastrigin,QQN-GoldenSection,46.7,2.55e1,232.5,38.1,0.004
Rastrigin,QQN-StrongWolfe,48.3,2.78e1,96.7,82.4,0.002
Rastrigin,Trust Region-Standard,23.3,2.60e1,192.9,129.4,0.001
Regression,Trust Region-Adaptive,0.0,6.57e2,416.4,277.9,0.185
Regression,QQN-Bisection-1,25.0,2.98e-1,105.3,117.8,0.056
Regression,QQN-CubicQuadraticInterpolation,25.0,2.98e-1,92.5,90.8,0.046
Regression,GD-Nesterov,0.0,8.40e-1,849.5,1695.9,0.651
Regression,Trust Region-Aggressive,0.0,1.89e4,38.8,26.2,0.017
Regression,GD,25.0,3.32e-1,1048.0,2093.7,0.784
Regression,L-BFGS-Limited,25.0,2.98e-1,1722.3,1015.1,0.683
Regression,Trust Region-Standard,0.0,6.68e2,114.6,76.8,0.051
Regression,QQN-Bisection-2,25.0,2.98e-1,95.3,91.2,0.047
Regression,GD-Momentum,0.0,1.12e0,849.5,1696.1,0.650
Regression,L-BFGS-MoreThuente,25.0,2.98e-1,265.4,188.2,0.088
Regression,GD-WeightDecay,25.0,3.05e-1,904.5,1806.7,0.691
Regression,L-BFGS-Aggressive,25.0,2.98e-1,1391.9,573.5,0.511
Regression,GD-AdaptiveMomentum,0.0,1.92e0,240.8,478.6,0.189
Regression,Adam-Fast,5.0,3.36e-1,115.0,114.1,0.058
Regression,L-BFGS-Conservative,25.0,2.98e-1,711.9,569.4,0.291
Regression,Adam-AMSGrad,0.0,1.44e1,2502.0,2502.0,1.218
Regression,Adam-WeightDecay,0.0,7.84e-1,2502.0,2502.0,1.212
Regression,Trust Region-Conservative,0.0,2.87e1,1543.2,1029.5,0.565
Regression,Trust Region-Precise,0.0,1.39e1,965.9,644.5,0.412
Regression,QQN-StrongWolfe,25.0,2.98e-1,81.5,87.6,0.043
Regression,Adam,0.0,1.43e1,2502.0,2502.0,1.209
Regression,QQN-GoldenSection,25.0,2.98e-1,293.2,55.3,0.084
Regression,Adam-Robust,0.0,1.73e1,2502.0,2502.0,1.216
Regression,L-BFGS,22.5,3.21e-1,1324.4,874.8,0.539
Rosenbrock,QQN-Bisection-1,63.3,3.21e0,1210.5,1310.4,0.028
Rosenbrock,QQN-Bisection-2,61.7,3.29e0,658.8,395.9,0.016
Rosenbrock,L-BFGS-Limited,48.3,4.65e0,2056.4,506.2,0.023
Rosenbrock,GD-Nesterov,36.7,5.01e0,136.7,269.8,0.004
Rosenbrock,GD-WeightDecay,53.3,4.65e0,55.5,107.5,0.002
Rosenbrock,QQN-GoldenSection,55.0,3.40e0,2613.3,330.2,0.050
Rosenbrock,Adam-Fast,36.7,1.20e1,92.6,92.0,0.002
Rosenbrock,Adam,30.0,4.95e0,2422.2,2422.2,0.050
Rosenbrock,Adam-AMSGrad,33.3,5.97e0,1824.4,1824.0,0.043
Rosenbrock,Adam-WeightDecay,53.3,5.28e0,716.8,716.3,0.016
Rosenbrock,Trust Region-Conservative,0.0,1.07e3,2924.9,1950.6,0.019
Rosenbrock,L-BFGS-Aggressive,0.0,3.34e2,3851.3,1157.7,0.035
Rosenbrock,L-BFGS,0.0,1.35e2,198.6,63.3,0.003
Rosenbrock,Trust Region-Standard,0.0,3.75e2,1973.0,1316.0,0.013
Rosenbrock,Trust Region-Aggressive,10.0,6.55e0,806.5,538.4,0.006
Rosenbrock,Trust Region-Precise,0.0,1.04e3,2316.8,1545.2,0.015
Rosenbrock,Adam-Robust,0.0,1.79e1,1807.8,1807.5,0.043
Rosenbrock,GD-Momentum,18.3,2.54e1,26.5,49.2,0.001
Rosenbrock,L-BFGS-MoreThuente,86.7,3.37e0,651.5,492.1,0.011
Rosenbrock,Trust Region-Adaptive,0.0,9.54e2,2166.2,1444.8,0.015
Rosenbrock,GD-AdaptiveMomentum,8.3,4.96e1,30.5,57.0,0.001
Rosenbrock,QQN-CubicQuadraticInterpolation,70.0,3.35e0,976.2,1285.8,0.040
Rosenbrock,GD,25.0,5.36e0,309.3,614.9,0.008
Rosenbrock,L-BFGS-Conservative,73.3,9.98e0,1432.3,490.0,0.018
Rosenbrock,QQN-StrongWolfe,78.3,3.03e0,962.5,731.6,0.028
SVM,Adam-AMSGrad,45.0,6.65e-1,1990.1,1989.7,0.978
SVM,QQN-StrongWolfe,50.0,6.65e-1,561.5,390.6,0.304
SVM,L-BFGS,50.0,7.05e-1,181.8,89.1,0.077
SVM,GD-Momentum,0.0,6.91e-1,25.3,46.6,0.019
SVM,Adam-WeightDecay,50.0,6.65e-1,648.8,648.2,0.323
SVM,GD-WeightDecay,50.0,6.65e-1,137.1,270.6,0.114
SVM,L-BFGS-MoreThuente,50.0,2.58e3,298.1,241.8,0.162
SVM,L-BFGS-Limited,45.0,6.65e-1,607.6,138.5,0.179
SVM,QQN-Bisection-2,50.0,6.65e-1,490.3,291.4,0.244
SVM,Adam-Fast,0.0,7.03e-1,37.5,36.5,0.019
SVM,Adam,50.0,6.65e-1,1791.2,1790.8,0.871
SVM,L-BFGS-Conservative,50.0,6.65e-1,379.3,182.5,0.154
SVM,L-BFGS-Aggressive,50.0,6.65e-1,85.0,33.3,0.031
SVM,GD-AdaptiveMomentum,0.0,7.68e-1,17.8,31.6,0.013
SVM,GD,50.0,6.65e-1,362.2,720.9,0.295
SVM,Trust Region-Conservative,0.0,2.66e0,132.4,88.5,0.052
SVM,Adam-Robust,25.0,6.65e-1,980.9,980.4,0.423
SVM,QQN-CubicQuadraticInterpolation,50.0,6.65e-1,175.5,220.5,0.125
SVM,GD-Nesterov,0.0,6.84e-1,25.4,46.8,0.019
SVM,Trust Region-Precise,0.0,9.24e-1,36.2,24.6,0.015
SVM,QQN-Bisection-1,50.0,6.65e-1,769.0,916.4,0.541
SVM,QQN-GoldenSection,45.0,6.65e-1,577.1,81.4,0.182
SVM,Trust Region-Aggressive,0.0,5.02e2,14.1,9.9,0.006
SVM,Trust Region-Standard,0.0,1.74e2,18.1,12.5,0.008
SVM,Trust Region-Adaptive,0.0,5.72e0,21.7,15.0,0.009
Schwefel,GD-Nesterov,0.0,2.01e3,341.2,678.5,0.011
Schwefel,Trust Region-Adaptive,0.0,2.44e3,2946.2,1964.8,0.020
Schwefel,GD-AdaptiveMomentum,0.0,2.01e3,125.8,247.6,0.005
Schwefel,QQN-Bisection-2,0.0,2.01e3,51.6,79.7,0.001
Schwefel,L-BFGS,0.0,2.01e3,306.3,230.1,0.008
Schwefel,QQN-StrongWolfe,50.0,-5.43e2,374.6,415.2,0.017
Schwefel,Adam,0.0,2.65e3,2502.0,2502.0,0.053
Schwefel,Adam-Robust,0.0,2.66e3,2502.0,2502.0,0.060
Schwefel,Trust Region-Aggressive,0.0,2.02e3,504.6,337.1,0.004
Schwefel,Adam-AMSGrad,0.0,2.65e3,2502.0,2502.0,0.059
Schwefel,Trust Region-Standard,0.0,2.08e3,1829.5,1220.4,0.013
Schwefel,QQN-Bisection-1,0.0,2.01e3,50.5,92.7,0.001
Schwefel,Trust Region-Conservative,0.0,2.67e3,3002.0,2002.0,0.020
Schwefel,Adam-Fast,0.0,2.01e3,1836.2,1835.2,0.038
Schwefel,QQN-GoldenSection,0.0,2.01e3,147.4,31.2,0.002
Schwefel,GD-Momentum,0.0,2.01e3,327.2,650.4,0.010
Schwefel,Trust Region-Precise,0.0,2.62e3,3002.0,2002.0,0.020
Schwefel,L-BFGS-Conservative,0.0,2.01e3,2149.2,1717.9,0.061
Schwefel,L-BFGS-MoreThuente,0.0,2.01e3,155.1,109.3,0.004
Schwefel,L-BFGS-Aggressive,0.0,2.01e3,101.0,41.0,0.001
Schwefel,L-BFGS-Limited,0.0,2.02e3,584.0,352.2,0.017
Schwefel,GD,0.0,2.01e3,1668.0,3334.0,0.044
Schwefel,GD-WeightDecay,0.0,2.01e3,1144.5,2285.1,0.037
Schwefel,QQN-CubicQuadraticInterpolation,0.0,2.01e3,57.3,55.3,0.001
Schwefel,Adam-WeightDecay,0.0,2.58e3,2502.0,2502.0,0.057
SparseQuadratic,Adam-Robust,0.0,8.61e-2,2502.0,2502.0,0.061
SparseQuadratic,Trust Region-Precise,0.0,3.36e-1,447.7,298.6,0.003
SparseQuadratic,L-BFGS-MoreThuente,100.0,1.54e-7,25.9,19.4,0.000
SparseQuadratic,Trust Region-Standard,0.0,1.41e2,49.1,32.8,0.000
SparseQuadratic,QQN-Bisection-1,100.0,3.74e-7,46.9,87.8,0.001
SparseQuadratic,QQN-GoldenSection,100.0,2.10e-7,144.4,21.4,0.002
SparseQuadratic,GD-AdaptiveMomentum,0.0,1.27e0,20.7,37.4,0.001
SparseQuadratic,L-BFGS-Conservative,100.0,2.44e-7,327.1,262.3,0.009
SparseQuadratic,Trust Region-Aggressive,0.0,1.91e4,29.3,19.6,0.000
SparseQuadratic,GD-WeightDecay,100.0,9.26e-7,101.5,199.9,0.004
SparseQuadratic,Adam-Fast,0.0,5.42e-1,37.4,36.4,0.001
SparseQuadratic,L-BFGS,95.0,9.64e-4,62.0,38.6,0.001
SparseQuadratic,L-BFGS-Limited,100.0,4.65e-7,88.0,52.4,0.002
SparseQuadratic,L-BFGS-Aggressive,100.0,2.50e-7,34.5,16.5,0.001
SparseQuadratic,QQN-Bisection-2,100.0,2.70e-7,42.0,72.1,0.001
SparseQuadratic,QQN-StrongWolfe,100.0,2.20e-7,36.1,36.5,0.001
SparseQuadratic,Adam,0.0,2.85e-3,2502.0,2502.0,0.055
SparseQuadratic,Adam-AMSGrad,0.0,2.14e-1,2502.0,2502.0,0.061
SparseQuadratic,Trust Region-Adaptive,0.0,1.25e3,126.1,84.2,0.001
SparseQuadratic,GD-Momentum,0.0,7.09e-1,22.6,41.1,0.001
SparseQuadratic,GD-Nesterov,0.0,4.61e-1,22.5,41.0,0.001
SparseQuadratic,Trust Region-Conservative,0.0,2.94e0,2369.6,1580.1,0.018
SparseQuadratic,GD,100.0,9.79e-7,356.6,710.1,0.010
SparseQuadratic,QQN-CubicQuadraticInterpolation,100.0,2.27e-7,58.7,59.2,0.002
SparseQuadratic,Adam-WeightDecay,100.0,9.84e-7,1630.0,1630.0,0.037
SparseRosenbrock,Trust Region-Precise,0.0,6.27e1,2370.6,1581.0,0.016
SparseRosenbrock,L-BFGS,0.0,1.88e2,140.2,44.9,0.002
SparseRosenbrock,GD-Nesterov,0.0,2.09e0,80.8,157.7,0.003
SparseRosenbrock,QQN-CubicQuadraticInterpolation,50.0,1.00e-1,1707.1,2247.1,0.073
SparseRosenbrock,Adam,0.0,3.48e0,2502.0,2502.0,0.052
SparseRosenbrock,GD-WeightDecay,0.0,3.94e0,116.4,228.8,0.004
SparseRosenbrock,QQN-GoldenSection,5.0,4.59e-1,4353.9,542.7,0.085
SparseRosenbrock,L-BFGS-MoreThuente,10.0,4.72e0,2675.9,1988.0,0.049
SparseRosenbrock,Adam-Robust,0.0,9.72e0,1526.5,1526.1,0.037
SparseRosenbrock,Adam-Fast,0.0,1.91e0,224.7,223.7,0.005
SparseRosenbrock,Trust Region-Aggressive,0.0,1.49e1,89.6,60.4,0.001
SparseRosenbrock,Trust Region-Conservative,0.0,1.01e2,3000.1,2000.7,0.019
SparseRosenbrock,L-BFGS-Aggressive,0.0,1.22e2,3852.0,1157.0,0.029
SparseRosenbrock,Trust Region-Adaptive,0.0,1.88e1,1547.2,1032.1,0.010
SparseRosenbrock,QQN-Bisection-2,2.5,2.61e0,518.0,265.6,0.013
SparseRosenbrock,GD-Momentum,0.0,2.12e1,21.4,38.9,0.001
SparseRosenbrock,Adam-WeightDecay,0.0,4.67e0,1497.2,1496.8,0.033
SparseRosenbrock,QQN-StrongWolfe,35.0,4.38e-1,2424.4,1870.0,0.079
SparseRosenbrock,L-BFGS-Limited,0.0,1.80e0,3958.2,949.2,0.046
SparseRosenbrock,L-BFGS-Conservative,0.0,5.26e6,3550.3,1012.7,0.039
SparseRosenbrock,GD,0.0,2.57e0,449.6,895.3,0.012
SparseRosenbrock,QQN-Bisection-1,17.5,5.63e-1,2285.7,2550.1,0.062
SparseRosenbrock,GD-AdaptiveMomentum,0.0,7.22e0,49.9,95.8,0.002
SparseRosenbrock,Adam-AMSGrad,0.0,4.56e0,2448.1,2448.1,0.057
SparseRosenbrock,Trust Region-Standard,0.0,1.44e1,304.0,203.3,0.002
Sphere,Trust Region-Standard,12.5,9.64e2,39.5,26.4,0.000
Sphere,L-BFGS-Conservative,100.0,4.40e-3,176.9,142.1,0.004
Sphere,L-BFGS-MoreThuente,100.0,0.00e0,10.0,8.0,0.000
Sphere,L-BFGS,100.0,4.39e-5,14.2,10.5,0.000
Sphere,QQN-StrongWolfe,100.0,0.00e0,11.0,9.0,0.000
Sphere,L-BFGS-Limited,100.0,1.16e-3,31.7,19.7,0.001
Sphere,Adam-AMSGrad,0.0,1.68e-1,2502.0,2502.0,0.057
Sphere,Trust Region-Adaptive,32.5,6.99e2,90.2,60.5,0.001
Sphere,GD-WeightDecay,100.0,4.64e-3,57.1,111.2,0.002
Sphere,QQN-Bisection-1,100.0,0.00e0,15.0,12.0,0.000
Sphere,GD-Nesterov,82.5,8.10e-2,18.1,33.1,0.001
Sphere,Trust Region-Conservative,67.5,1.71e-1,1785.3,1191.1,0.012
Sphere,Trust Region-Aggressive,15.0,9.45e3,24.4,16.4,0.000
Sphere,QQN-Bisection-2,100.0,0.00e0,13.0,15.0,0.000
Sphere,GD-Momentum,87.5,8.50e-2,18.2,33.2,0.001
Sphere,Adam-Fast,15.0,3.50e-1,35.5,34.6,0.001
Sphere,Adam-WeightDecay,100.0,4.95e-3,1040.5,1040.5,0.023
Sphere,Adam,67.5,6.29e-3,2412.1,2412.1,0.050
Sphere,Trust Region-Precise,60.0,5.92e-1,309.7,207.1,0.002
Sphere,GD,100.0,4.92e-3,172.5,342.0,0.004
Sphere,Adam-Robust,0.0,8.34e-2,2502.0,2502.0,0.058
Sphere,QQN-GoldenSection,100.0,9.61e-14,46.0,8.0,0.000
Sphere,QQN-CubicQuadraticInterpolation,100.0,0.00e0,12.0,10.0,0.000
Sphere,L-BFGS-Aggressive,100.0,0.00e0,10.0,6.0,0.000
Sphere,GD-AdaptiveMomentum,60.0,3.78e-1,16.1,28.8,0.001
StyblinskiTang,L-BFGS-Aggressive,0.0,-1.17e2,3848.2,1157.1,0.028
StyblinskiTang,QQN-CubicQuadraticInterpolation,43.3,-2.07e2,125.4,137.9,0.004
StyblinskiTang,L-BFGS-Limited,51.7,-2.13e2,630.1,189.2,0.009
StyblinskiTang,GD-WeightDecay,46.7,-2.13e2,55.9,108.2,0.002
StyblinskiTang,GD-Nesterov,23.3,-2.08e2,46.6,89.5,0.002
StyblinskiTang,GD-Momentum,15.0,-1.93e2,59.9,116.0,0.002
StyblinskiTang,L-BFGS,41.7,-2.12e2,139.3,62.9,0.002
StyblinskiTang,Trust Region-Aggressive,38.3,-2.08e2,159.3,107.0,0.001
StyblinskiTang,Trust Region-Precise,0.0,-6.29e1,3002.0,2002.0,0.021
StyblinskiTang,QQN-StrongWolfe,40.0,-2.06e2,302.5,259.6,0.009
StyblinskiTang,Adam-Fast,40.0,-2.09e2,66.6,66.0,0.001
StyblinskiTang,GD-AdaptiveMomentum,11.7,-1.65e2,37.4,71.0,0.001
StyblinskiTang,Adam-AMSGrad,0.0,-8.56e1,2502.0,2502.0,0.059
StyblinskiTang,QQN-Bisection-2,56.7,-2.12e2,170.3,142.6,0.004
StyblinskiTang,L-BFGS-MoreThuente,51.7,-2.13e2,129.8,95.8,0.002
StyblinskiTang,Adam,0.0,-8.42e1,2502.0,2502.0,0.052
StyblinskiTang,Adam-Robust,0.0,-5.96e1,2502.0,2502.0,0.059
StyblinskiTang,GD,46.7,-2.10e2,99.8,196.2,0.003
StyblinskiTang,Trust Region-Adaptive,45.0,-1.71e2,2045.5,1364.5,0.013
StyblinskiTang,Trust Region-Standard,45.0,-1.65e2,633.9,423.4,0.004
StyblinskiTang,QQN-Bisection-1,53.3,-2.13e2,403.9,427.4,0.009
StyblinskiTang,Adam-WeightDecay,60.0,-2.13e2,1865.6,1865.2,0.041
StyblinskiTang,Trust Region-Conservative,0.0,-1.05e1,3002.0,2002.0,0.020
StyblinskiTang,QQN-GoldenSection,68.3,-2.14e2,314.2,50.9,0.006
StyblinskiTang,L-BFGS-Conservative,61.7,-2.13e2,470.4,336.7,0.011
Trigonometric,QQN-GoldenSection,91.7,5.71e-4,1140.1,155.6,0.023
Trigonometric,L-BFGS-Conservative,71.7,3.15e0,1380.0,472.2,0.020
Trigonometric,Adam-Robust,11.7,2.96e-2,1082.2,1081.7,0.029
Trigonometric,Trust Region-Adaptive,0.0,3.03e0,52.4,35.6,0.001
Trigonometric,L-BFGS,30.0,1.74e1,134.9,59.8,0.002
Trigonometric,GD-AdaptiveMomentum,0.0,5.54e-2,33.9,63.9,0.001
Trigonometric,QQN-CubicQuadraticInterpolation,100.0,3.92e-7,271.4,348.5,0.012
Trigonometric,Adam-AMSGrad,40.0,1.98e-2,1978.4,1978.4,0.052
Trigonometric,QQN-Bisection-2,85.0,2.87e-7,290.2,194.0,0.008
Trigonometric,L-BFGS-Limited,61.7,3.15e-3,1902.8,555.4,0.028
Trigonometric,GD-Momentum,0.0,4.54e-1,27.0,50.0,0.001
Trigonometric,GD-Nesterov,0.0,7.48e-2,34.3,64.6,0.001
Trigonometric,Adam-Fast,1.7,4.34e-2,68.4,67.4,0.002
Trigonometric,Adam-WeightDecay,71.7,2.07e-2,650.4,650.1,0.016
Trigonometric,GD-WeightDecay,81.7,7.42e-3,114.1,225.0,0.004
Trigonometric,Trust Region-Standard,0.0,4.39e0,19.1,13.4,0.000
Trigonometric,Trust Region-Conservative,0.0,4.17e-1,1040.0,694.0,0.011
Trigonometric,QQN-Bisection-1,91.7,5.41e-4,580.9,618.0,0.015
Trigonometric,Trust Region-Aggressive,0.0,9.45e0,11.9,8.5,0.000
Trigonometric,Trust Region-Precise,0.0,9.13e-2,185.6,124.4,0.002
Trigonometric,L-BFGS-Aggressive,26.7,3.74e0,2848.9,858.3,0.022
Trigonometric,L-BFGS-MoreThuente,78.3,4.66e-3,1040.8,748.6,0.024
Trigonometric,QQN-StrongWolfe,96.7,5.12e-7,576.6,556.4,0.020
Trigonometric,GD,85.0,1.46e-3,572.8,1142.7,0.018
Trigonometric,Adam,73.3,3.61e-2,1692.7,1692.6,0.039
Zakharov,Trust Region-Conservative,0.0,1.96e5,2857.7,1905.8,0.019
Zakharov,QQN-Bisection-1,100.0,6.55e-10,131.4,165.5,0.003
Zakharov,Trust Region-Aggressive,0.0,2.04e5,1812.2,1208.8,0.013
Zakharov,QQN-StrongWolfe,98.3,3.22e-4,158.9,143.1,0.005
Zakharov,Trust Region-Precise,0.0,1.92e5,2169.1,1446.7,0.015
Zakharov,QQN-Bisection-2,100.0,1.02e-9,119.3,122.6,0.003
Zakharov,L-BFGS-Aggressive,23.3,1.56e1,2778.0,1086.9,0.040
Zakharov,GD-Nesterov,0.0,2.89e2,18.3,32.7,0.001
Zakharov,Adam-AMSGrad,0.0,7.47e-2,2340.1,2339.7,0.055
Zakharov,L-BFGS,20.0,6.90e3,1179.5,370.4,0.021
Zakharov,Adam,0.0,1.66e-2,2419.3,2419.1,0.051
Zakharov,QQN-CubicQuadraticInterpolation,100.0,1.60e-9,202.3,249.7,0.008
Zakharov,Adam-Fast,0.0,3.81e2,35.7,34.7,0.001
Zakharov,Adam-WeightDecay,53.3,6.26e-2,1436.7,1436.2,0.031
Zakharov,GD-WeightDecay,26.7,5.31e0,56.0,108.3,0.002
Zakharov,L-BFGS-MoreThuente,66.7,5.62e-7,1196.1,876.2,0.024
Zakharov,GD-AdaptiveMomentum,0.0,2.35e3,18.7,33.3,0.001
Zakharov,QQN-GoldenSection,100.0,5.26e-10,184.0,26.1,0.003
Zakharov,Adam-Robust,0.0,1.08e0,2502.0,2502.0,0.059
Zakharov,L-BFGS-Conservative,58.3,2.61e23,474.9,366.7,0.012
Zakharov,Trust Region-Adaptive,0.0,1.88e5,2041.7,1361.8,0.014
Zakharov,GD-Momentum,0.0,2.16e3,19.1,34.1,0.001
Zakharov,Trust Region-Standard,0.0,1.92e5,2014.1,1343.4,0.014
Zakharov,L-BFGS-Limited,80.0,3.10e-2,1441.8,444.5,0.021
Zakharov,GD,70.0,1.12e-1,526.9,1050.4,0.014
